ciclo,modo,pc,ifbit,irr,imr,isr,en_servicio,in_isr,stage,cur_dev,vec,driver_busy,disco_serv,disco_rem,teclado_serv,teclado_rem,disco_cola,teclado_cola,irq,contextos_guardados,es,nest,eoi,pend
355,usuario,0x5B4,1,01,00,00,-,0,0,-,0x0,0,36,2,0,0,0,0,34,34,34,8,34,1
356,kernel,0x5B8,0,00,00,01,Teclado,1,1,Teclado,0x22,0,36,1,0,0,0,0,35,35,34,8,34,1
357,kernel,0x5B8,0,00,00,01,Teclado,1,2,Teclado,0x22,0,36,1,0,0,0,0,35,35,34,8,34,1
358,kernel,0x5B8,0,10,00,01,Teclado,1,3,Teclado,0x22,0,0,0,0,0,0,0,35,35,34,8,34,2
359,kernel,0x2200,1,10,00,01,Teclado,1,4,Teclado,0x22,0,0,0,0,0,0,0,35,35,34,8,34,2
360,kernel,0x2200,0,00,00,11,Disco,1,1,Disco,0x21,0,0,0,0,0,0,0,36,36,34,9,34,2
361,kernel,0x2200,0,00,00,11,Disco,1,2,Disco,0x21,0,0,0,0,0,0,0,36,36,34,9,34,2
362,kernel,0x2200,0,00,00,11,Disco,1,3,Disco,0x21,0,0,0,0,0,0,0,36,36,34,9,34,2
363,kernel,0x2100,1,00,00,11,Disco,1,4,Disco,0x21,0,0,0,0,0,0,0,36,36,34,9,34,2
364,kernel,0x2100,1,00,00,11,Disco,1,5,Disco,0x21,0,0,0,0,0,0,0,36,36,34,9,34,2
365,kernel,0x2100,1,00,00,01,Teclado,1,6,Disco,0x21,0,0,0,0,0,0,0,36,36,35,9,35,1
366,kernel,0x2200,1,00,00,01,Teclado,1,7,Disco,0x21,0,0,0,0,0,0,0,36,36,35,9,35,1
367,kernel,0x2200,1,00,00,01,Teclado,1,4,Teclado,0x22,0,0,0,0,0,0,0,36,36,35,9,35,1
368,kernel,0x2200,1,00,00,01,Teclado,1,5,Teclado,0x22,0,0,0,0,0,0,0,36,36,35,9,35,1
369,kernel,0x2200,1,00,00,00,-,1,6,Teclado,0x22,0,0,0,0,0,0,0,36,36,36,9,36,0
370,usuario,0x5B8,1,00,00,00,-,1,7,Teclado,0x22,0,0,0,0,0,0,0,36,36,36,9,36,0
371,usuario,0x5B8,1,00,00,00,-,0,0,-,0x0,0,0,0,0,0,0,0,36,36,36,9,36,0
372,usuario,0x5BC,1,00,00,00,-,0,0,-,0x0,4,0,0,0,0,0,1,36,36,36,9,36,0
373,usuario,0x5C0,1,00,00,00,-,0,0,-,0x0,3,0,0,37,4,0,0,36,36,36,9,36,0
374,usuario,0x5C4,1,00,00,00,-,0,0,-,0x0,2,0,0,37,3,0,0,36,36,36,9,36,0
375,usuario,0x5C8,1,00,00,00,-,0,0,-,0x0,4,0,0,37,3,1,0,36,36,36,9,36,0
376,usuario,0x5CC,1,00,00,00,-,0,0,-,0x0,3,38,6,37,2,0,0,36,36,36,9,36,0
377,usuario,0x5D0,1,00,00,00,-,0,0,-,0x0,2,38,5,37,2,0,0,36,36,36,9,36,0
378,usuario,0x5D4,1,00,00,00,-,0,0,-,0x0,4,38,5,37,1,0,1,36,36,36,9,36,0
379,usuario,0x5D8,1,00,00,00,-,0,0,-,0x0,3,38,4,37,1,0,1,36,36,36,9,36,0
380,usuario,0x5DC,1,01,00,00,-,0,0,-,0x0,2,38,4,0,0,0,1,36,36,36,9,36,1
381,kernel,0x5E0,0,00,00,01,Teclado,1,1,Teclado,0x22,4,38,3,39,4,1,0,37,37,36,9,36,1
382,kernel,0x5E0,0,00,00,01,Teclado,1,2,Teclado,0x22,3,38,3,39,3,1,0,37,37,36,9,36,1
383,kernel,0x5E0,0,00,00,01,Teclado,1,3,Teclado,0x22,2,38,2,39,3,1,0,37,37,36,9,36,1
384,kernel,0x2200,1,00,00,01,Teclado,1,4,Teclado,0x22,1,38,2,39,2,1,0,37,37,36,9,36,1
385,kernel,0x2200,1,00,00,01,Teclado,1,5,Teclado,0x22,0,38,1,39,2,1,0,37,37,36,9,36,1
386,kernel,0x2200,1,00,00,00,-,1,6,Teclado,0x22,0,38,1,39,1,1,0,37,37,37,9,37,0
387,usuario,0x5E0,1,10,00,00,-,1,7,Teclado,0x22,0,0,0,39,1,1,0,37,37,37,9,37,1
388,usuario,0x5E0,1,11,00,00,-,0,0,-,0x0,0,40,6,0,0,0,0,37,37,37,9,37,2
389,kernel,0x5E4,0,01,00,10,Disco,1,1,Disco,0x21,0,40,5,0,0,0,0,38,38,37,9,37,2
390,kernel,0x5E4,0,01,00,10,Disco,1,2,Disco,0x21,0,40,5,0,0,0,0,38,38,37,9,37,2
391,kernel,0x5E4,0,01,00,10,Disco,1,3,Disco,0x21,0,40,4,0,0,0,0,38,38,37,9,37,2
392,kernel,0x2100,1,01,00,10,Disco,1,4,Disco,0x21,0,40,4,0,0,0,0,38,38,37,9,37,2
393,kernel,0x2100,1,01,00,10,Disco,1,5,Disco,0x21,0,40,3,0,0,0,0,38,38,37,9,37,2
394,kernel,0x2100,1,01,00,00,-,1,6,Disco,0x21,0,40,3,0,0,0,0,38,38,38,9,38,1
395,usuario,0x5E4,1,01,00,00,-,1,7,Disco,0x21,0,40,2,0,0,0,0,38,38,38,9,38,1
396,usuario,0x5E4,1,01,00,00,-,0,0,-,0x0,0,40,2,0,0,0,0,38,38,38,9,38,1
397,kernel,0x5E8,0,00,00,01,Teclado,1,1,Teclado,0x22,0,40,1,0,0,0,0,39,39,38,9,38,1
398,kernel,0x5E8,0,00,00,01,Teclado,1,2,Teclado,0x22,0,40,1,0,0,0,0,39,39,38,9,38,1
399,kernel,0x5E8,0,10,00,01,Teclado,1,3,Teclado,0x22,0,0,0,0,0,0,0,39,39,38,9,38,2
400,kernel,0x2200,1,10,00,01,Teclado,1,4,Teclado,0x22,0,0,0,0,0,0,0,39,39,38,9,38,2
